WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
16/7-6,1110.9343999,443865.8125,6458302.5,-1085.912354,HORDALAND GP.,Utsira Fm.,,1.267742753,1.3363125324,1.3947280645,1.6138000488,105.39797211,,0.6180561781,26.490999222,131.13903809,-171.9113617,17.5,15.276660919,,-5.363461494,-1.139011025,,,,,65000,2.0
16/7-6,1111.0863999,443865.8125,6458302.5,-1086.064331,HORDALAND GP.,Utsira Fm.,,1.2695057392,1.3308149576,1.3851833344,1.6138000488,102.73931122,,0.6180561781,26.490999222,136.37768555,-171.7970123,17.5,19.844789505,,-5.36183691,-1.139011025,,,,,65000,2.0
16/7-6,1111.2383999,443865.8125,6458302.5,-1086.216309,HORDALAND GP.,Utsira Fm.,,1.2454851866,1.3091602325,1.3609747887,1.6138000488,103.09655762,,0.6180561781,26.490999222,137.1149292,-171.6594543,17.5,23.59838295,,-5.372385502,-1.139011025,,,,,65000,2.0
16/7-6,1111.3903999,443865.8125,6458302.5,-1086.368286,HORDALAND GP.,Utsira Fm.,12.113527298,1.2206056118,1.2908074856,1.3414785862,1.6138000488,106.85397339,,0.6180561781,26.490999222,135.56562805,-171.557785,17.5,26.269050598,,-5.386471272,-1.139011025,,,,,65000,2.0
16/7-6,1111.5423999,443865.8125,6458302.5,-1086.520264,HORDALAND GP.,Utsira Fm.,12.107354164,1.2039164305,1.2701021433,1.3201680183,1.6138000488,109.18391418,,0.6180561781,26.490999222,134.17251587,-171.4006348,17.5,32.247768402,,-5.392644882,-1.139011025,,,,,65000,2.0
16/7-6,1111.6943999,443865.8125,6458302.5,-1086.672363,HORDALAND GP.,Utsira Fm.,12.097066879,1.1859456301,1.2386431694,1.2924512625,1.6138000488,109.23725128,,0.6180561781,26.490999222,132.02453613,-171.3516541,17.5,39.081264496,,-5.402931213,-1.139011025,,,,,65000,2.0
16/7-6,1111.8463999,443865.8125,6458302.5,-1086.824341,HORDALAND GP.,Utsira Fm.,12.082504272,1.1693903208,1.2177635431,1.2794132233,1.6138000488,107.06924438,,0.6180561781,26.490999222,131.17048645,-171.2716064,17.5,32.695087433,,-5.41749382,-1.139011025,,,,,65000,2.0
16/7-6,1111.9983999,443865.8125,6458302.5,-1086.976318,HORDALAND GP.,Utsira Fm.,12.079052925,1.1651648283,1.2249019146,1.2913566828,1.6138000488,101.51158905,,0.6180561781,26.490999222,129.77688599,-171.1589203,17.5,17.367404938,,-5.420947552,-1.139011025,,,,,65000,2.0
16/7-6,1112.1503999,443865.8125,6458302.5,-1087.128296,HORDALAND GP.,Utsira Fm.,12.080125809,1.1799857616,1.2527362108,1.3177361488,1.6138000488,94.540458679,,0.6180561781,26.871564865,130.13092041,-171.0595398,17.5,9.7541246414,,-5.419874668,-1.122628093,,,,,65000,2.0
16/7-6,1112.3023999,443865.8125,6458302.5,-1087.280273,HORDALAND GP.,Utsira Fm.,12.08044529,1.2117931843,1.2831252813,1.3411015272,1.6139768362,89.076042175,,0.6180561781,29.90826416,130.88868713,-170.970047,17.5,9.7939157486,,-5.419555664,-1.109270215,,,,,65000,2.0
16/7-6,1112.4543999,443865.8125,6458302.5,-1087.432251,HORDALAND GP.,Utsira Fm.,12.080830574,1.2377983332,1.2990875244,1.3496127129,1.6311329603,88.976852417,,0.6180561781,36.598236084,132.32447815,-170.8060303,17.5,11.239851952,,-5.419170856,-1.106424451,,,,,65000,2.0
16/7-6,1112.6063999,443865.8125,6458302.5,-1087.584351,HORDALAND GP.,Utsira Fm.,12.079906464,1.2420794964,1.3018171787,1.3488104343,1.6554529667,95.407302856,,0.6180561781,40.973056793,134.33453369,-170.6613617,17.5,12.570510864,,-5.420093536,-1.107273459,,,,,65000,2.0
16/7-6,1112.7583999,443865.8125,6458302.5,-1087.736328,HORDALAND GP.,Utsira Fm.,12.080033302,1.2355803251,1.3052682877,1.3526962996,1.6682633162,99.968711853,,0.6180561781,55.588436127,134.90422058,-170.6267853,17.5,15.761825562,,-5.419966221,-1.119330049,,,,,65000,2.0
16/7-6,1112.9103999,443865.8125,6458302.5,-1087.888306,HORDALAND GP.,Utsira Fm.,12.07986927,1.2366726398,1.3193368912,1.372018218,1.6760048866,95.47580719,,0.6180561781,,133.68927002,-170.5921936,17.5,22.249826431,,-5.420130253,-1.128830791,,,,,65000,2.0
16/7-6,1113.0623999,443865.8125,6458302.5,-1088.040283,HORDALAND GP.,Utsira Fm.,12.07963562,1.2590591908,1.3472710848,1.4055509567,1.6778113842,90.768783569,,0.6180796623,,133.53837585,-170.4335632,17.5,30.362724304,,-5.42036438,-1.128228664,,,,,65000,2.0
16/7-6,1113.2143999,443865.8125,6458302.5,-1088.192261,HORDALAND GP.,Utsira Fm.,12.080735207,1.2941268682,1.3737461567,1.4327442646,1.6862472296,96.872138977,,0.6206770539,124.73943329,133.15240479,-170.2871552,17.5,38.650753021,,-5.419265747,-1.139938712,,,,,65000,2.0
