WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
35/9-7,1351.1548,536106.3125,6793047.0,-1322.124023,ROGALAND GP.,Sele Fm.,14.760705948,,0.7161396742,0.758450985,,55.443328857,,,,144.09339905,,17.5,13.700125694,,,0.0862363726,,,14.475301743,,65000,
35/9-7,1351.3068,536106.3125,6793047.0,-1322.276001,ROGALAND GP.,Sele Fm.,14.922009468,,0.7126430869,0.7564040422,,56.148101807,,,,146.99256897,,17.5,13.424840927,,,0.0789000914,,,14.215386391,,65000,
35/9-7,1351.4588,536106.3125,6793047.0,-1322.427979,ROGALAND GP.,Sele Fm.,14.733778954,,0.7122833729,0.7553480268,,57.266670227,,,,147.97019958,,17.5,12.859200478,,,0.0740825981,,,13.955470085,,65000,2.0
35/9-7,1351.6108,536106.3125,6793047.0,-1322.580078,ROGALAND GP.,Sele Fm.,15.052065849,,0.7208542824,0.7622271776,,58.308818817,,,,147.5851593,,17.5,13.8058815,,,0.0680473223,,,13.695466042,,65000,2.0
35/9-7,1351.7628,536106.3125,6793047.0,-1322.732056,ROGALAND GP.,Sele Fm.,15.327447891,,0.7336031199,0.77111727,,57.643650055,,,,146.89665222,,17.5,15.423274994,,,0.0642605796,,,13.435555458,,65000,2.0
35/9-7,1351.9148,536106.3125,6793047.0,-1322.884033,ROGALAND GP.,Sele Fm.,15.452119827,,0.7506189346,0.776827991,,54.024589539,,,,146.21957397,,17.5,15.882769585,,,0.080844447,,,13.175634384,,65000,2.0
35/9-7,1352.0668,536106.3125,6793047.0,-1323.036011,ROGALAND GP.,Sele Fm.,15.781485558,,0.766379118,0.7847318649,,51.126148224,,,,145.72016907,,17.5,15.780042648,,,0.1001744494,,,13.249705315,,65000,2.0
35/9-7,1352.2188,536106.3125,6793047.0,-1323.187988,ROGALAND GP.,Sele Fm.,15.772005081,,0.7681177258,0.7900607586,,53.807998657,,,,145.85508728,,17.5,15.831917763,,,0.1001979262,,,13.668968201,,65000,2.0
35/9-7,1352.3708,536106.3125,6793047.0,-1323.340088,ROGALAND GP.,Sele Fm.,15.439497948,,0.7552745938,0.7861654162,,58.011219025,,,,146.29519653,,17.5,15.958061218,,,0.0970035866,,,14.112796783,,65000,2.0
35/9-7,1352.5228,536106.3125,6793047.0,-1323.492065,ROGALAND GP.,Sele Fm.,15.271501541,,0.752214551,0.7829028964,,57.026275635,,,,147.04666138,,17.5,16.185987473,,,0.094838649,,,14.556533813,,65000,2.0
35/9-7,1352.6748,536106.3125,6793047.0,-1323.644043,ROGALAND GP.,Sele Fm.,15.104547501,,0.7603465319,0.7838515043,,55.309673309,,,,147.89071655,,17.5,16.463506699,,,0.0889029279,,,15.000415802,,65000,2.0
35/9-7,1352.8268,536106.3125,6793047.0,-1323.796021,ROGALAND GP.,Sele Fm.,15.226396561,,0.7512874603,0.7792855501,,54.963855743,,,,148.77658081,,17.5,17.316417694,,,0.085947223,,,15.444248199,,65000,2.0
35/9-7,1352.9788,536106.3125,6793047.0,-1323.947998,ROGALAND GP.,Sele Fm.,15.058040619,,0.7420847416,0.7758395672,,54.519859314,,,,149.83128357,,17.5,18.466323853,,,0.0911943167,,,15.824277878,,65000,2.0
35/9-7,1353.1308,536106.3125,6793047.0,-1324.100098,ROGALAND GP.,Sele Fm.,14.568777084,,0.7587947845,0.7898408771,,55.275413513,,,,150.69511414,,17.5,19.925058365,,,0.1089306921,,,16.0297966,,65000,2.0
35/9-7,1353.2828,536106.3125,6793047.0,-1324.252075,ROGALAND GP.,Sele Fm.,14.554703712,,0.7740244865,0.8037950993,,55.26473999,,,,151.09985352,,17.5,21.568416595,,,0.1214176789,,,16.122501373,,65000,2.0
35/9-7,1353.4348,536106.3125,6793047.0,-1324.404053,ROGALAND GP.,Sele Fm.,14.749648094,,0.7705726027,0.8058934212,,55.032287598,,,,151.31788635,,17.5,20.401151657,,,0.1055738479,,,16.215208054,,65000,2.0
35/9-7,1353.5868,536106.3125,6793047.0,-1324.55603,ROGALAND GP.,Sele Fm.,14.762413979,,0.7680000067,0.8070309162,,56.847782135,,,,152.00613403,,17.5,17.714302063,,,0.0860727057,,,16.307943344,,65000,2.0
35/9-7,1353.7388,536106.3125,6793047.0,-1324.708008,ROGALAND GP.,Sele Fm.,14.701999664,,0.7699207067,0.8054277897,,58.87386322,,,,153.51985168,,17.5,16.998167038,,,0.0816709325,,,16.400701523,,65000,2.0
35/9-7,1353.8908,536106.3125,6793047.0,-1324.859985,ROGALAND GP.,Sele Fm.,14.745049477,,0.7720000148,0.8064191341,,60.033821106,,,,155.00668335,,17.5,17.31697464,,,0.0767472014,,,16.493406296,,65000,2.0
35/9-7,1354.0428,536106.3125,6793047.0,-1325.012085,ROGALAND GP.,Sele Fm.,14.834809303,,0.7715251446,0.8103893399,,61.544898987,,,,154.6884613,,17.5,17.20221138,,,0.0655310899,,,16.601278305,,65000,2.0
35/9-7,1354.1948,536106.3125,6793047.0,-1325.164063,ROGALAND GP.,Sele Fm.,14.660153389,,0.8059442639,0.8387192488,,62.483612061,,,,153.20889282,,17.5,16.452768326,,,0.0552780703,,,16.729486465,,65000,2.0
35/9-7,1354.3468,536106.3125,6793047.0,-1325.31604,ROGALAND GP.,Sele Fm.,14.302470207,,0.8590862155,0.8790220022,,61.073535919,,,,152.24530029,,17.5,15.505126953,,,0.0539635718,,,16.861743927,,65000,2.0
35/9-7,1354.4988,536106.3125,6793047.0,-1325.468018,ROGALAND GP.,Sele Fm.,14.17800045,,0.8829374909,0.89487499,,59.800624847,,,,151.98764038,,17.5,14.599720955,,,0.0647720098,,,16.99394989,,65000,2.0
