WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
34/3-2 S,2380.5748,490555.375,6853474.5,-2362.250732,SHETLAND GP.,Kyrre Fm.,15.523916245,,0.9432896376,1.0346469879,,113.10494232,,,,131.86938477,,17.5,16.636455536,,,,,,13.148524284,,65000,3.0
34/3-2 S,2380.7268,490555.375,6853474.5,-2362.402832,SHETLAND GP.,Kyrre Fm.,15.481532097,,0.935939312,1.0298525095,,130.44483948,,,,134.87353516,,17.5,17.111572266,,,,,,11.91681385,,65000,3.0
34/3-2 S,2380.8788,490555.375,6853474.5,-2362.554688,SHETLAND GP.,Kyrre Fm.,15.568263054,,0.9277142882,1.0041220188,,139.46763611,,,,136.4712677,,17.5,16.570388794,,,,,,10.68332386,,65000,3.0
34/3-2 S,2381.0308,490555.375,6853474.5,-2362.706543,SHETLAND GP.,Kyrre Fm.,15.807168007,,0.892159462,0.9872919321,,142.26013184,,,,136.93197632,,17.5,15.496753693,,,,,,9.7103700638,,65000,3.0
34/3-2 S,2381.1828,490555.375,6853474.5,-2362.858643,SHETLAND GP.,Kyrre Fm.,15.649878502,,0.8893855214,0.9950225353,,136.77485657,,,,136.87338257,,17.5,14.036523819,,,,,,9.5664958954,,65000,3.0
34/3-2 S,2381.3348,490555.34375,6853474.5,-2363.010498,SHETLAND GP.,Kyrre Fm.,15.520837784,,0.9193240404,0.9980630279,,127.54082489,,,,133.77752686,,17.5,12.068729401,,,,,,9.4555435181,,65000,3.0
34/3-2 S,2381.4868,490555.34375,6853474.5,-2363.162598,SHETLAND GP.,Kyrre Fm.,15.502633095,,0.8891890049,0.9549620152,,126.25198364,,,,129.59028625,,17.5,10.609231949,,,,,,9.3446702957,,65000,3.0
34/3-2 S,2381.6388,490555.34375,6853474.5,-2363.314453,SHETLAND GP.,Kyrre Fm.,15.383732796,,0.8816577792,0.8954854012,,126.76279449,,,,124.11988068,,17.5,10.439242363,,,,,,9.2337226868,,65000,3.0
34/3-2 S,2381.7908,490555.34375,6853474.5,-2363.466309,SHETLAND GP.,Kyrre Fm.,15.154438019,,0.8643319607,0.92972821,,122.49465942,,,,122.03105164,,17.5,10.669188499,,,,,,9.1226644516,,65000,3.0
34/3-2 S,2381.9428,490555.34375,6853474.5,-2363.618164,SHETLAND GP.,Kyrre Fm.,14.992682457,,0.8656638265,0.9164198637,,119.89007568,,,,119.4102478,,17.5,10.73769474,,,,,,8.9806690216,,65000,3.0
34/3-2 S,2382.0948,490555.34375,6853474.5,-2363.77002,SHETLAND GP.,Kyrre Fm.,14.858452797,,0.8483889103,0.9173070788,,121.20774841,,,,121.43701935,,17.5,9.2278356552,,,,,,8.6867322922,,65000,3.0
34/3-2 S,2382.2468,490555.34375,6853474.5,-2363.922119,SHETLAND GP.,Kyrre Fm.,14.689194679,,0.8659080267,0.926461041,,118.58226013,,,,123.581604,,17.5,8.5084667206,,,,,,8.2321853638,,65000,3.0
34/3-2 S,2382.3988,490555.3125,6853474.5,-2364.073975,SHETLAND GP.,Kyrre Fm.,14.734358788,,0.8760519624,0.9369865656,,115.65021515,,,,121.28359222,,17.5,8.0814008713,,,,,,7.7775259018,,65000,3.0
34/3-2 S,2382.5508,490555.3125,6853474.5,-2364.226074,SHETLAND GP.,Kyrre Fm.,14.800797462,,0.8767930865,0.9342598319,,120.81845093,,,,122.96234131,,17.5,7.696141243,,,,,,7.3229579926,,65000,3.0
34/3-2 S,2382.7028,490555.3125,6853474.5,-2364.37793,SHETLAND GP.,Kyrre Fm.,14.916451454,,0.8752844334,0.9604330659,,124.7067337,,,,120.56345367,,17.5,7.9395284653,,,,,,6.8683457375,,65000,3.0
34/3-2 S,2382.8548,490555.3125,6853474.5,-2364.529785,SHETLAND GP.,Kyrre Fm.,14.990057945,,0.8656640053,0.9360188246,,123.55510712,,,,127.42673492,,17.5,7.6218223572,,,,,,6.4142713547,,65000,3.0
34/3-2 S,2383.0068,490555.3125,6853474.5,-2364.681885,SHETLAND GP.,Kyrre Fm.,15.837767601,,0.8570069671,0.9265387654,,121.36618042,,,,133.09443665,,17.5,7.6815981865,,,,,,6.0678553581,,65000,3.0
34/3-2 S,2383.1588,490555.3125,6853474.5,-2364.83374,SHETLAND GP.,Kyrre Fm.,16.056793213,,0.8479511738,0.9095385671,,121.24945068,,,,136.22926331,,17.5,7.0421199799,,,,,,6.1563305855,,65000,3.0
34/3-2 S,2383.3108,490555.3125,6853474.5,-2364.985596,SHETLAND GP.,Kyrre Fm.,16.110080719,,0.8768796921,0.945910871,,121.86029816,,,,133.98370361,,17.5,6.4790606499,,,,,,6.3250508308,,65000,3.0
34/3-2 S,2383.4628,490555.3125,6853474.5,-2365.137695,SHETLAND GP.,Kyrre Fm.,16.12783432,,0.9277900457,1.0158936977,,118.304245,,,,128.28898621,,17.5,6.1845474243,,,,,,6.4936294556,,65000,3.0
34/3-2 S,2383.6148,490555.28125,6853474.5,-2365.289551,SHETLAND GP.,Kyrre Fm.,15.908593178,,0.9622434974,1.0292363167,,122.02728271,,,,127.60881805,,17.5,6.3557209969,,,,,,6.6623873711,,65000,3.0
34/3-2 S,2383.7668,490555.28125,6853474.5,-2365.441406,SHETLAND GP.,Kyrre Fm.,15.522155762,,0.9384878874,0.9971046448,,132.35079956,,,,129.97531128,,17.5,6.3689551353,,,,,,6.83117342,,65000,3.0
34/3-2 S,2383.9188,490555.28125,6853474.5,-2365.593262,SHETLAND GP.,Kyrre Fm.,15.865553856,,0.9006279707,0.9750036001,,131.1817627,,,,129.67619324,,17.5,6.6913971901,,,,,,7.0456895828,,65000,3.0
34/3-2 S,2384.0708,490555.28125,6853474.5,-2365.745361,SHETLAND GP.,Kyrre Fm.,15.604437828,,0.8701750636,0.9715502262,,123.33679962,,,,129.39080811,,17.5,6.9655885696,,,,,,7.5695943832,,65000,3.0
34/3-2 S,2384.2228,490555.28125,6853474.5,-2365.897217,SHETLAND GP.,Kyrre Fm.,15.670754433,,0.8529649973,0.9304617643,,118.38890076,,,,123.86693573,,17.5,6.1702837944,,,,,,8.600227356,,65000,3.0
34/3-2 S,2384.3748,490555.28125,6853474.5,-2366.049072,SHETLAND GP.,Kyrre Fm.,15.732164383,,0.8238965273,0.9105774164,,115.26120758,,,,121.64757538,,17.5,6.4741015434,,,,,,9.6313667297,,65000,3.0
34/3-2 S,2384.5268,490555.28125,6853474.5,-2366.201172,SHETLAND GP.,Kyrre Fm.,16.540210724,,0.8094217777,0.9004504085,,118.18140411,,,,123.42523193,,17.5,6.6144962311,,,,,,10.662059784,,65000,3.0
34/3-2 S,2384.6788,490555.25,6853474.5,-2366.353027,SHETLAND GP.,Kyrre Fm.,16.689062119,,0.8110020757,0.8943163753,,124.59317017,,,,126.93002319,,17.5,7.2062959671,,,,,,11.692879677,,65000,3.0
34/3-2 S,2384.8308,490555.25,6853474.5,-2366.505127,SHETLAND GP.,Kyrre Fm.,16.468826294,,0.8046714664,0.8831842542,,129.12738037,,,,128.98382568,,17.5,8.0271129608,,,,,,12.722471237,,65000,3.0
34/3-2 S,2384.9828,490555.25,6853474.5,-2366.656982,SHETLAND GP.,Kyrre Fm.,15.648889542,,0.8137545586,0.90222013,,133.39424133,,,,131.08459473,,17.5,8.3010282516,,,,,,13.621825218,,65000,3.0
34/3-2 S,2385.1348,490555.25,6853474.5,-2366.808838,SHETLAND GP.,Kyrre Fm.,15.318315506,,0.8195397258,0.9062408805,,131.69277954,,,,133.96748352,,17.5,9.2633085251,,,,,,13.83894825,,65000,3.0
34/3-2 S,2385.2868,490555.25,6853474.5,-2366.960938,SHETLAND GP.,Kyrre Fm.,15.123083115,,0.8069355488,0.8854998946,,121.52018738,,,,128.27572632,,17.5,9.8647708893,,,,,,13.804012299,,65000,3.0
