WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
25/10-9,1333.0888,452397.125,6552707.5,-1307.861816,HORDALAND GP.,Skade Fm.,12.803178787,,1.0543181896,1.1582624912,,63.455886841,,,,,,17.5,10.321352959,,-4.69682169,-0.053372428,,,10.183097839,,65000,1.0
25/10-9,1333.2408,452397.125,6552707.5,-1308.01355,HORDALAND GP.,Skade Fm.,12.980501175,,1.064817667,1.1715347767,,66.009262085,,,,,,17.5,10.909263611,,-4.519499302,-0.049997061,,,9.9872903824,,65000,1.0
25/10-9,1333.3928,452397.125,6552707.5,-1308.165405,HORDALAND GP.,Skade Fm.,13.105944633,,1.0753154755,1.1848045588,,72.931129456,,,,,,17.5,11.486927032,,-4.394055843,-0.047078811,,,9.7837543488,,65000,1.0
25/10-9,1333.5448,452397.125,6552707.5,-1308.317139,HORDALAND GP.,Skade Fm.,13.194359779,,1.078496933,1.1914354563,,68.409286499,,,,,,17.5,13.383133888,,-4.305640221,-0.045021839,,,9.5799636841,,65000,1.0
25/10-9,1333.6968,452397.125,6552707.5,-1308.468994,HORDALAND GP.,Skade Fm.,13.078275681,,1.0446314812,1.1613148451,,65.079566956,,,,,,17.5,15.475309372,,-4.421724796,-0.045917328,,,9.3762960434,,65000,1.0
25/10-9,1333.8488,452397.125,6552707.5,-1308.62085,HORDALAND GP.,Skade Fm.,12.681280136,,0.9709224701,1.084518075,,64.247993469,,,,,,17.5,19.725749969,,-4.818720341,-0.048979796,,,9.172533989,,65000,1.0
25/10-9,1334.0008,452397.125,6552707.5,-1308.772583,HORDALAND GP.,Skade Fm.,12.284150124,,0.9420673251,1.0485297441,,64.515480042,,,,,,17.5,36.742477417,,-5.21585083,-0.0520433,,,8.9650039673,,65000,1.0
25/10-9,1334.1528,452397.125,6552707.5,-1308.924438,HORDALAND GP.,Skade Fm.,12.0,,0.9779653549,1.0838750601,,66.952568054,,,,,,17.5,55.940883636,,-5.5,-0.054235261,,,8.6628551483,,65000,1.0
25/10-9,1334.3048,452397.15625,6552707.5,-1309.076172,HORDALAND GP.,Skade Fm.,12.0,,0.9981572032,1.0942975283,,63.245948792,,,,,,17.5,48.020870209,,-5.5,-0.054313857,,,8.3572626114,,65000,1.0
25/10-9,1334.4568,452397.15625,6552707.5,-1309.228027,HORDALAND GP.,Skade Fm.,12.0,,0.9808850884,1.0759066343,,63.221580505,,,,,,17.5,32.710578918,,-5.5,-0.054592807,,,8.0519561768,,65000,1.0
