WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
16/2-7,704.11600159,480018.5625,6515758.0,-679.0949097,NORDLAND GP.,,,,1.2641935349,1.2673872709,,95.767967224,,0.503903985,,169.40357971,,9.875,55.407566071,,2.3795955181,-0.036940049,,,55.663784027,,65000,1.0
16/2-7,704.26800159,480018.5625,6515758.0,-679.2468872,NORDLAND GP.,,12.834013939,,1.3635579348,1.2718545198,,89.188980103,,0.5104206204,,166.22605896,,9.875,54.883289337,,2.9590134621,-0.032631002,,,55.857452393,,65000,1.0
16/2-7,704.42000159,480018.5625,6515758.0,-679.3988647,NORDLAND GP.,,13.180752754,,1.5022721291,1.3780238628,,86.667236328,,0.5016047955,,160.51470947,,9.875,56.238666534,,3.305752039,-0.035678521,,,56.051063538,,65000,1.0
16/2-7,704.57200159,480018.5625,6515758.0,-679.5509033,NORDLAND GP.,,13.542723656,,1.6138042212,1.5191732645,,91.574295044,,0.4776615798,,159.51979065,,9.875,57.739120483,,3.6677234173,-0.02618921,,,56.244754791,,65000,1.0
16/2-7,704.72400159,480018.5625,6515758.0,-679.7028809,NORDLAND GP.,,13.318277359,,1.6094599962,1.6050728559,,91.736808777,,0.4241683483,,159.10830688,,9.875,56.986419678,,3.4432771206,-0.012377706,,,56.438426971,,65000,1.0
16/2-7,704.87600159,480018.5625,6515758.0,-679.8548584,NORDLAND GP.,,13.442895889,,1.5851604939,1.6192067862,,82.131500244,,0.4544402361,,160.50689697,,9.875,56.653522491,,3.5678966045,0.0077573629,,,56.614990234,,65000,1.0
16/2-7,705.02800159,480018.5625,6515758.0,-680.006897,NORDLAND GP.,,13.630890846,,1.5461674929,1.5651091337,,87.019790649,,0.4985547066,,159.95874023,,9.875,59.790203094,,3.7558903694,0.0073551708,,,55.673099518,,65000,1.0
16/2-7,705.18000159,480018.5625,6515758.0,-680.1588745,NORDLAND GP.,,13.548622131,,1.445371151,1.4473910332,,81.509857178,,0.5300563574,,161.50720215,,9.875,62.784233093,,3.6736211777,-0.003985848,,,49.617298126,,65000,1.0
16/2-7,705.33200159,480018.5625,6515758.0,-680.3109131,NORDLAND GP.,,13.396966934,,1.3996063471,1.4217939377,,82.460891724,,0.5331340432,,166.75012207,,9.875,63.265201569,,3.5219662189,-0.001065691,,,43.564163208,,65000,1.0
16/2-7,705.48400159,480018.5625,6515758.0,-680.4628906,NORDLAND GP.,,13.313995361,,,1.441033721,,91.974472046,,0.5183425546,,168.91485596,,9.875,63.583362579,,3.4389955997,0.0079699066,,,37.507049561,,65000,1.0
