WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
31/2-10,456.224,526908.125,6740118.5,-431.2227173,NORDLAND GP.,,,,1.2478656769,8.2719554901,1.2320981026,35.184532166,,0.5861003995,1.1051251888,176.37638855,37.249103546,,,,,-0.038600001,,,,,30000,1.0
31/2-10,456.376,526908.125,6740118.5,-431.3747253,NORDLAND GP.,,,,1.3579502106,2.2975482941,1.2405850887,31.864830017,,0.5623489022,1.1338852644,176.3712616,37.5,,,,,-0.037126146,,,,,30000,1.0
31/2-10,456.528,526908.125,6740118.5,-431.5267334,NORDLAND GP.,,,,1.4194967747,1.7570188046,1.2530546188,30.414852142,,0.5368210673,1.1386877298,176.36613464,37.253452301,,,,,-0.031225896,,,,,30000,1.0
31/2-10,456.68,526908.125,6740118.5,-431.6787109,NORDLAND GP.,,,,1.4901242256,1.6797839403,1.2564088106,29.544763565,,0.5292117596,1.1172709465,176.36100769,37.0,,,,,-0.025230577,,,,,30000,1.0
31/2-10,456.832,526908.125,6740118.5,-431.830719,NORDLAND GP.,,,,1.6185353994,1.8869844675,1.2590990067,30.910362244,,0.5518642068,1.0979683399,176.35588074,37.0,,,,,-0.022763727,,,,,30000,1.0
31/2-10,456.984,526908.125,6740118.5,-431.9827271,NORDLAND GP.,,,,1.7269258499,2.1770179272,1.2631986141,30.790670395,,0.5559375286,1.0907084942,176.35075378,37.0,,,,,-0.021498669,,,,,30000,1.0
31/2-10,457.136,526908.125,6740118.5,-432.1347046,NORDLAND GP.,,,,1.7795863152,2.1538586617,1.2630932331,29.45982933,,0.5563431382,1.0988599062,176.34562683,36.517532349,,,,,-0.0229,,,,,30000,1.0
31/2-10,457.288,526908.125,6740118.5,-432.2867126,NORDLAND GP.,,,,1.7758141756,2.0358428955,1.2527828217,26.469676971,,0.5579542518,1.1081396341,176.34049988,35.520187378,,,,,-0.023028573,,,,,30000,1.0
31/2-10,457.44,526908.125,6740118.5,-432.4387207,NORDLAND GP.,,,,1.7296820879,2.0029072762,1.2321673632,26.334653854,,0.555567205,1.1375354528,176.33537292,35.47725296,,,,,-0.020930959,,,,,30000,1.0
31/2-10,457.592,526908.125,6740118.5,-432.5907288,NORDLAND GP.,,,,1.6688219309,1.9958162308,1.220482111,28.527326584,,0.5462438464,1.1540960073,176.33024597,36.0,,,,,-0.011608121,,,,,30000,1.0
31/2-10,457.744,526908.125,6740118.5,-432.7427063,NORDLAND GP.,,,,1.6284561157,1.9709810019,1.2138999701,30.190782547,,0.5006932616,1.1552928686,176.32511902,36.0,,,,,-0.004427427,,,,,30000,1.0
31/2-10,457.896,526908.125,6740118.5,-432.8947144,NORDLAND GP.,,,,1.6242333651,1.9331065416,1.2129378319,30.694192886,,0.5072209835,1.1282866001,176.31999207,36.234695435,,,,,-0.00172205,,,,,30000,1.0
31/2-10,458.048,526908.125,6740118.5,-433.0467224,NORDLAND GP.,,,,1.6287966967,1.9418507814,1.2095118761,29.692247391,,0.5233896375,1.1043480635,176.31486511,36.26663208,,,,,-0.002522033,,,,,30000,1.0
31/2-10,458.2,526908.125,6740118.5,-433.1987305,NORDLAND GP.,,,,1.602219224,1.9983686209,1.2089414597,27.922367096,,0.5915865898,1.0866084099,176.3097229,36.0,,,,,-0.002079207,,,,,30000,1.0
31/2-10,458.352,526908.125,6740118.5,-433.350708,NORDLAND GP.,,,,1.5573723316,2.0841267109,1.2114464045,25.499135971,,0.6103383899,1.0721629858,176.30459595,36.0,,,,,0.0002612463,,,,,30000,1.0
31/2-10,458.504,526908.125,6740118.5,-433.5027161,NORDLAND GP.,,,,1.5217161179,2.1140048504,1.2104487419,24.824699402,,0.6287305951,1.0822575092,176.29946899,35.770572662,,,,,-2.771e-05,,,,,30000,1.0
31/2-10,458.656,526908.125,6740118.5,-433.6547241,NORDLAND GP.,,,,1.5086550713,2.1247880459,1.2114560604,26.418941498,,0.6024457216,1.0977556705,176.29434204,35.956310272,,,,,0.001149537,,,,,30000,1.0
31/2-10,458.808,526908.125,6740118.5,-433.8067322,NORDLAND GP.,,,,1.4999338388,2.1000277996,1.2104388475,27.968511581,,0.6135354638,1.1051698923,176.28921509,36.5,,,,,0.0,,,,,30000,1.0
31/2-10,458.96,526908.125,6740118.5,-433.9587097,NORDLAND GP.,,,,1.4796097279,2.0598285198,1.2107812166,27.394412994,,0.6125898361,1.1080850363,176.28408813,36.950996399,,,,,-0.001004652,,,,,30000,1.0
31/2-10,459.112,526908.125,6740118.5,-434.1107178,NORDLAND GP.,,,,1.4637082815,2.0512287617,1.2067968845,27.87156868,,0.6381620765,1.1161106825,176.27896118,37.275829315,,,,,-0.0044,,,,,30000,1.0
31/2-10,459.264,526908.125,6740118.5,-434.2627258,NORDLAND GP.,,,,1.454839468,2.0544395447,1.2063007355,26.910749435,,0.6161273122,1.1387563944,176.27383423,37.0,,,,,-0.004511509,,,,,30000,1.0
